review,rating
"aplikasi error tidak bisa memesan makanan di merangin,jambi",1
expensive and this app always make me late 👎👎👎,1
tdk bs diinstal,1
mantab,5
mantafff,5
bagus sangat membatu sekali semoga makin sukses,5
wowwww,5
gojek tuh aneh kenapa tiap kali ngorder pasti sush pasti lama dan pasti dapet jauh dan harus nunggu lama belum lagi yg dichancel,5
kenapa sih kalo nganterin yang dekat2 tuh dripernya gak mau narik dengan alasan ngejemput jauh terkadang kecewa sama dripernya tuh tolong di perbaiki lagi setiap aku pesan jarak dekat sopirnya jarang ada yang mau dengan alasan jauh ngejemputbya,2
pelayanannya cepet,5
ok banget,5
tolong area kota pati ada tambahan dr8ver gojek lagi,5
mantap,5
mau instal,5
tolong dong buat para customer/penumpang yang terhormat jangan terlalu sering cancel ke driver jangan suka iseng kasian para driver jadi ngaruh ke performa..kalo mau cancel mending chat dlu alasan nya apa,5
sangat senang sekali,5
bagus,5
driver gojeg. sangat mempesona . di samping experience high class berkemudi. grooming harum sekali . thanks Gojeg,5
driver lu noh makin lama Makin susah buat dpt driver,2
"masa dpt diskon smpe 20 mnt an g dpt dpt gojekny, ga pke diskon smpe 25 an pdhl dkt , yg bnr aj",1
diskon nya banyak thank you gojek😭❤️,5
LEMOT,1
dapet gojeknya lama abis,3
dapet drivernya lama,3
baik,5
sangat dibutuhkan ..simple..praktis,5
mantab,5
layanan oke,5
bagus,5
sangat membantu,5
puaaasss...,5
Bagus pelayananya,5
sy trimakasi sangat membatu perjlnan,5
terimakasih 🙏🙏,5
puas,5
makin ga jelas costemer gojekek makin kesini orang dalam dan orang robot jawaban nya kaya orang gila' untuk menyeselaikan masalah di persulit ..,1
terbaik,5
masih terlalu lama mendapatkan driver,5
Kapan bangrut jek.ndang di tutup lah,1
terimakasih,5
saya kok tidak bisa menerima teanferan dari bank lain ya...pdahal sudah sukses saldo kepotong..tp gak sampai ke gopay ku,1
setiap mau pesan gofood selalu susah dapat driver sekarang.dan lama banget,1
promonya hoax,1
GOJEK MAHAL,1
kecewa..pinjam 200 aja gak pernah di ACC uninstall.... sepertinya gak percaya dengan kunsumen lama...butut!,1
"LDR support system, terimakasih gojek",5
Terbaik lah pokoknya,5
good job,5
"saran untuk gojek, tolong buat fitur khusus untuk penyandang disabilitas, seperti driver yang bisa bahasa isyarat dan mobil yang muat untuk kursi roda, karena saya sebagai orang tua memiliki anak remaja yang tunawicara dan pengguna kursi roda ingin melihat anak beraktivitas dengan normal seperti remaja lain",3
oke,5
sangat bgus,5
perfect,5
terpecaya,5
"mantab, murah meriah praktis",5
semangat pejuang rupiah mantap lah pokoknya,5
Ok baik,5
ok baik,5
all good,5
nice,5
pelayanan baik meski bbrp driver pelayanan kurang baik,5
Pencarian driver agak lama,5
"jelek bgt, gk bisa chat gk bisa tlp tiba² dpt notif drive dah nyampe padahal blm ada",1
bagus sekali,5
tepat waktu,5
banyak promo nyaaa,5
dimana pun dan kapan pun sangat membantu,5
"tepat waktu,",5
"Bagus Aplikasinye,tp sayang sistemnya makin hari makin gajelas,driver yg jauh² pada suruh ngambil,sedangkan driver yg deket² gamau ambil.",5
bagus sangat membantu,5
"sy hampir setiap hr GOJEK ,semua baik"" rama",5
sangat membantu,5
"cara kerjanya bagus,banyak promonya, jadi gampang dan cepat kalau mau pesen apa,kemana"" juga jadi gampang",5
bgus,5
"aplikasi nya sat set,, ga pake lama",5
bagus👍🏼👍🏼👍🏼,5
Map bagus dan akurat...mantap,5
"driver banyak di sekitar an tapi ga dapat dapat, tiap pesan begini,dibatalkan malah menawarkan untuk menaikkan ongkos, tapi ongkos masuk ke drivernya tetap sama ga ikut naik",1
memudahkan perjalanan,5
sangat membantu,5
ok,5
orang aplikasi pengirim barang kok hide nomor drivernya nomor customer jg di hide dari driver gmn mau komunikasi dipersulit,1
ok mntp,5
selama menggunakan aman² aja,5
mantap,5
oke,5
pelayanan nya mantep,5
top,5
"Dompet gopay saya tiba tiba terkunci, padahal saya tidak melakukan transaksi yg mencurigakan, saya sudah minta bantuan tapi tidak ada solusi, tolong saldo saya tertahan di dompet",1
selalu membantu keadaan darurat,5
aplikasi error Mulu beggoo,1
sngtt baguss😍,5
"pengemudi nya kebanyakan kalau nyetir ugal ugalan, mereka loh bawa penumpang bukan barang... apa karena milih harga murah trus di perlakukan seperti itu...",3
"Kek mana ini baru download, mau daftar aja kaga bisa, ada kendala teknis mulu",3
nice,5
gampang,5
"pemesanan gofood makin susah dpt driver . waktu tunggu juga smakin lama udh gtu promo potongan hrga gofood skg makin sdkit dn potongan ongkir cuma 2,5rebu. mending beralih ke aplikasi sbelah aja..",1
mantap,5
"Sudah bayar gojek plus, driver baik mobil dan motor ya banyak yang cancel pesanan alasan kurang argo gimana sih",1
bagus membantu,4
ga ada driver,1
ok,5
ampas,1
Cepet bgt service nya bagus...go...go...gojek,5
ok banget,5
"masih JD pilihan saya, tapi k3napa sekarang sering banget dapat driver yg jauh2",3
bagus,5
Trimakasih👍,5
good,5
bagus,5
Memiliki harga murah,5
cepat👍,5
"ceoat tepat murah , untuk terus berinovasi .",5
sangat bagus,5
ok,5
"pesan makanan 5x nggk ada driver yg mau, unistal langsung dwonload Grab mantul Grab sekrg jdi langganan beli makanan hehhe",2
mantap banyak promonya,5
Berpergian yg aman & nyaman•,5
sangat jelek,1
"makin kesini driver nya minim pelayanan , kasar gak ada etika nya dibidang pelayanan jadi kecewa gak mau pakai lagi kasihan gara gara 1 atau 2 orang semua jadi berdampak buruk",1
good lah,5
sangat bermanfaat dan cepat,5
sangat membantu untuk mengantarkan ke tempat tujuan dgn aman dan selamat,5
layanan nya bagus,5
bagus aplikasi gampang di gunakan,5
mantap,5
"pelayanan cepat , ramah",5
Mantaap,5
bagus membantu,4
👍🏼,5
cukup puas,5
keren banyak promo murah,5
cepat gercep,5
Tolong ya kalo masih jauh jatuh tempo dari tanggal 1 Mei 2026 jangan nanggih di tanggal 15 april 2026 bikin ngga nyaman aja padahal rutin di bayar tiap bulan nya.,1
"pengen uninstall sejak ada order grup di gofood... diskon cm ada diskon grup doang. diskon & promo lain ga ada sama sekali. yang ada nambah gede biaya pengemasan, biaya jasa, biaya laennya.",1
aman,5
gofood good nice,5
drivernya baik,5
"gojek sekarang susah yaa cari driver nya, apakah bener yg kata orang2, driver sebenernya banyak cuman yg diutamain dapet pelanggan driver yg bayar plus, kasian juga abang2 gojeknya.",3
"Nyari driver lama banget. 30 menit cuman buat nyari driver. Udah pakai gojek reguler bahkan comfort ttp aja lama nyarinya. Dulu sekalipun di jam sibuk, masih gampang dpt driver. mending beralih ke ojek pangkalan aja kalo gini. Saya kasih tau nih, kemarin selasa 14 April di lrt harjamukti. Banyak yg beralih ke ojek pangkalan, sama aplikasi taksi lain. Kalo gojek ttp gini, tinggal tunggu aja ini perusahaan kolaps.",1
aman berkendara🤗🤗,5
semoga lebih murah,3
penjemputan ok.,5
mantap deh pokoknya,5
ok,5
ok,5
kasih 3 dulu nanti kalo nyaman tambah lagi,3
ok banget,5
sat set,5
bagus,4
sangat membantu,5
Sangat membantu dalam proses pengiriman barang,5
"kenapa ya gojek kalo lagi beres ujan susah banget, pdhl banyak loh disekitaran, terkesan ga mau ambil penumpang, giliran yg harga mahal baru mau ambil",4
TERBAIK. SANGAT MEMBANTU,5
"hrsnya makanan minuman klo beli min 75rb dpt diskon paling ga 10%, sy sering beli makanan diatas 80rb jadi berat, lagian sekalian bantu UMKM. kedua hrsnya kalo driver ga bisa anter barang/lama bisa dicancel dr cust",3
sangat terbantu,5
lumayan buat keperluan mendadak jadi praktis,5
good all in,5
sekarang sudah dapet drivernya kenapa??,3
Waaaaaaaaw,4
Biasanya selalu suka dengan kecepatan gojek dalam mencari driver. namun sayangnya sekarang-sekarang ini banyak driver yang sudah kita tunggu lama tpi ga ada respon bahkan membuat kita menunggu lama. salah satu oknum drivernya bernama Iman Juju yang sering kali saya dapatkan tpi tidak ada respon padahal radiusnya dekat. membuat saya terlambat karena mendapatkan driver yang tidak niat seperti si Iman Juju ini. Tolong beri teguran bagi driver yang tidak siap dalam melayani konsumen. Thx,1
bagus dan manfaat,5
baik dan sopan,5
salam satu aspal,5
"saya pesan Gofood, udah 1jam gak dapet driver.. tidak ada kompensasi sama sekali oleh pihak Gojek,. padahal sudah jelas telat lebih dari 1jam.",1
"kebanyakan update, dan koin dikit pula",1
jelek,1
"waw harganya sering naik turun ya untuk ongkirnya, trus games di gojek-nya loading lama bangetttt padahal biasanya enggak. wifi lancar dan internet juga.",3
ok,5
"gofood GAK pernh ada vocer, itu pun cuma sekali sisanya mahal terus . jadi setiap cek langsung hapus.",1
aku udah pake dari lama abanya juga pada ramah ramah,5
"CS nya ga sopan, gabisa nyelesain masalah.",1
apa sangkuta nya frame ikiyi dengan go-jek?,3
apk supert lengkap dna banyak promonya,5
sangat muda,5
cepat dan amanah,5
driver ny jujur,5
"sumpah jelek bener sekarang, order makan hampir 1 jam gak dapat dapat driver nya, kecewa",1
aplikasi bangsatt,1
yaa,5
aplikasi ok gak ribet&sat set,5
nyaman banget pake gojek,5
"ok, tapi kadang2 saat memesan berganti sampai 3 - 4 kali, baru dapat",4
"driver seenaknya membatalkan pesanan, sekalinya driver ngantar makan dan kita telat ambil, kita dah dapat penilaian buruk. tiba driver nya yg Gonta ganti gimana? udah dapat driver malah dibatalin, beganti driver juga dibatalin. ujungnya? ya benar, kamu bisa membatalkan pesanan. kita bukan nunggu sebentar, lama banget sampai dapat driver. sekalinya dapat malah ga dikelarin. ciptain sistem yg adil dong om gojek, khususnya untuk kami costumer pengguna baru 🙏🏻",1
Memuaskan ...,5
NOTIFIKASI GANGGUUUUUUUUUHHYU,1
mantul 👍,5
good,5
oke good,5
"aman,nyaman,tepat waktu",5
bagus2 saya suka,5
sebenarnya ada bbrp driver yg buat kecewa ...apalagi klw kita Uda nunggu lama ni tiba2 d bilang cancel .d stu but palaknya Krn ngak dari awal JD bisa cari yg lain. itu aja sih.tp wlpun gtu tp ttp LBH banyak yg baik ya. saran AQ sih ttp d perbaiki . .klw bisa pelayanan sempurna knpa ngak iya kan . .klw bagus pelayanan jgn bintang 🌟tips aja kurasa custumer itu ngak ruginya kasihnya tp klw bisa driver2nya perlu jg d edukasi tentang bagaimana sikap rmah tamah G BAU ..g JOROK .dan berantakan .,5
ok bgt,5
"Tolong di perbaiki, ini entah dari rating driver ke saya atau gimana (saya kurang tahu, saya sering sekali kasih driver 5 bintang) tapi hari ini ngebuat saya sulit dapat driver padahal ga hujan atau apapun juga tidak dapat², sudah lebih dari 2 jam saya nunggu, saya sempatin untuk off dan nunggu beberapa jam untuk mengira mungkin cuaca sebelumnya hujan, namun setelah hujan sudah reda dan sudah tidak hujan lagi justru saya tetep tidak dapat driver untuk pulang. Bagaimana ini admin gojek (?)",2
one stop super apps yg ngelonin parah.. bikin malas tambah malas,5
Harusnya ada opsi pembatalan bagi pembeli jika pesanannya terlalu lama,1
baik,5
Aplikasi sangat membantu kebutuhan sehari².,5
"bintang satu bgt pdhl posisi mau hujan tp gada yg ngambil orderan uda beberapa kali coba pas ada yang nerima ga gerak sama sekali sampe 10 menitan, alhasil saya cancel coba order lagi gada yang Nerima padahal posisi pada Deket dari posisi saya.",1
pacar saya nyasar karena kamu,1
verri good,5
"makin kesini makin ga jelas driver sulit padahal ga ujan, argo makin mahal",1
baru pertama kalinya pemesanan gofood.... ternyata mudah👍,5
"driver banyak nolak, sudah prioritas. chat tidak ada respon.",1
"Setiap beli makanan pasti susah dapet driver itu bukan sekali dua kali, bener² di bikin nunggu bisa 1jam lebihh",1
lumayan,4
drivernya pemalas semua nggak ada yang mau ambil pesenan terutama saat sudah maghrib,1
okay,5
"Aplikasi aneh. Pesan GoCar 3x cancel sendiri padahal driver sudah dekat. Saya sampai kena peringatan. Pesan GoFood malah order di resto yg sebelumnya padahal sudah klik order di resto lain yg juga udah pilih menu & voucher. Awalnya saya ingin kembali setelah dari Grab & Shopee, ternyata makin buruk. Aplikasi yang merugikan. Jadi semakin yakin untuk tidak pakai dan tidak rekomendasikan",1
good,5
cepat dan antarnya tepat waktu,5
bagus,5
sangat membantu,5
aplikasi tolo,1
aplikasi ini sangat bagus sekali,5
"sriuz dah, klo ujan dsb, d kritik ny buat yg hemat.. susah nyantol driver nya",2
saya beri lima untuk mendukung para pejuang demi diri sendiri atau pun demi keluarga,5
Alhamdulillah...mantaaapp...bisa diandalkan...,5
pelayanannya oke,5
"aplikasi sangat lambat.... Driver dipaksa ikut daftar program di aplikasi,buat apa???😤🤧😡😠🤧😤",1
Baguss,5
sangat bermanfaat,5
lama bener dapet pengemudinya klo ujan burik,1
bagus apk nya,5
keren,5
baik drivernya ramah,5
good sekali,5
gojek mantab,5
"bagus banget aplikasinya , menurut aku lengkap terus ada catatan pengeluaran kita , aku rekomen bgt buat kalian",5
sangat membantu,5
"tolong ini kenapa klo di pesan rutenya dikasi yang paling lama, driver juga pada jauh2",2
"gua tiidak dapat login ke akun gua setelah gua hapus apknya dan di dalam terdapat saldo gua,kalo apknya bakal ngerampok mah gua kaga bakal naro duit disitu gua udah kegitu min belom di tanggalin juga udah tiga hari",1
"aplikasi untuk orang pemalas keluar, seperti sayaa heheh",5
memudahkan untuk aktivitas jauh hari hari seperti jemput sekolah 👍👍👍,5
oke lah,4
"tolong dong, Kalo daftar Go mart dimudahin, Masa Beli rokok aja ribet harus ke web pdahal udh ada aplikasi. Dan juga, kenapa barang selalu terbatas di go mart, Sering baylnyak kosong. Thanks",3
Cuma kadang kadang agak susah nyarinya krn kurang personilnya👍👍🙏,5
banyak diskonnya,5
pelayanan sangat baik👍😊,5
alhamdulillah semenjak ada aplikasi gojek sgla kbutuhan ku dlm prjlanan jdi lbh mudah dn selalu aman. trimakasih gojek d setiap driver yg ku trima selalu baik.🙏,5
Bauk mantab,5
saya suka belanja di gofood tetapi promo nya kurang menarik,4
"gofood lama banget proses mesan makanannya, susah driver.",1
mantappppp,5
baik,5
cepat,5
Selama ini ok2 saja,5
(********0101) nomor lama sudah mati karena telat isi pulsa tetapi WA masih nomor lama yang tarkait gojek bos (********0101) dan email nya sudah hilang dan tidak bisa login email dan dapat kan otp login.. dan saya baru saja mengirim uang ke nomor ya lama sekitar RP. 806.000 apa kah ada solusi min supaya saya bisa login?,3
bagussss,5
Keren...,4
keren level dewa,5
"banyak sekali driver yang nerima orderan abis itu complain jauh dan minta d batalin,,dah makin gilak kurasa",3
biaya penanganan di gofood gak ngotak. belanja 50k biaya penanganan 20k. belum dikenakan biaya ongkir dan lain lain,3
cepat dan tepat,5
kalo ngasih orderan yg bener jek masa jarak pickup sampai 4km yg bener aja nganter 2-3km,1
Praktis,5
ok,4
baik,5
good,5
"Menurutku ini hancur banget dan kecewa banget parah, padahal saya tidak ada niatan menggunakan voucher promo diskon hingga Rp. 10.000 diaplikasinya, padahal saya ingin menggunakan promo diskon gopay yang Rp.8.000. Terus""an saya buat laporan sampai sekarang tanggapannya benar"" kecewa banget masa gak bisa pengembalian dana walaupun tidak disengaja dan padahal itu juga terjadi kesalahan teknis. Ayolahh Gojek indonesia bantu lah ini hanya kesalahan teknis.",2
"aplikasi gila,di daftar gak bisa, harus nunggu 30 jam",1
sangat membantu,5
mantap sekali kaka 😂😂😂😂,5
respon terhadap komplain pelanggan sangat lambat dan tidak ada informasi yang jelas,2
"gampang dapetnya sih, tapi tolong metode pembayaran nya tambahin qris kalo bisa... soalnya aku ga pke gopay dan jarang pegang cash ka... gpke m-banking jg 😿",3
cepat aman tidak bertele-tele,5
jozzzzzz,5
ok josss,5
"SEMENJAK DIPEGANG GRAB SISTEM JADI HANCUR, APLIKASI SERING BUG KELUAR TIBA2,DAPET DRIVER JAUH,PESEN MAKANAN LAMA DAPAT DRIVERNYA ANCUR SEKARANG PENYEBAB UTAMA ITU DARI GRAB,MUNGKIN MAU DIHANCURIN PELAN2 LEWAT SISTEM BUSUK DARI DALAM SAMA GRAB JANGAN SALAHIN SISTEM YG SEKARANG, HARUSNYA SALAHINN GRAB YG JELAS2 MERUSAK DARI DALAM",4
mantap,5
30 menit nyari pickup baju aja gak ada yang ngambil iya rush hour tapi itu gojek pagi banyak ngapain ngebit kalau gak mau ngambil,1
driver ramah dan komunikatif,5
gaskeun,5
👍,5
sangat membantu,5
Alhamdulillah lancar..,5
sangat memuaskan di keperluan,5
"setelah update, buka menu kecuali dahsboard utama susah banget. mau pesan aja nunggu lebih dari dua menit baru kebuka.",2
mantab,5
tepat waktu,5
"percuma kasih rating kalo gak dibaca keluhan konsumen, untuk daerah daerah yang mitranya pake bentor tolong kasih opsi lain selain motor, bentor agak lama datangnya untuk org org yang udah kepepet jam masuk kerja",3
sangat baik,5
pokoknya mantap deh,5
Orang Baik,5
tepat waktu,5
tepat waktu....keren.,5
Palagoda (aPA yang Lo cAri Gojeg aDA,5
mantab,5
terimakasih sudah membantu memudahkan transportasi kami,5
sangat memuaskan,5
pedas,4
cukup. membantu,5
sekarang susah banget cari driver sering di cancel,1
Apk sialan gw nyari dari tadi di cancel Mulu,5
sangat puas,5
"gajelas ni makin ksini, di kasih taunya tinggal berapa menit lagi sedangkan jalannya masih jauh, chat juga delay bgt ngirimny padahal jaringan bagus, saya juga harus relog terus tiap mau liat driver jalan apa tidak, kalau ga relog ya ga kliatan jalannya, saya chat driverny dia bilang jalan kok tapi di map ga jalan jalan.",3
gojek murah,5
sangat membantu,5
Lancar & Aman 🤝👍,5
oke,5
"Mudah di fahamai dan banyak pilihan, serta membantu dlm setiap keperluan.",5
kenapa skrg pilihan GO-RIDE hemat udah ga ada padahal itu sangat membantu anak2 sekolah yg uang sakunya minim.. semoga nanntinya akan ada GO-RIDE hemat lagi,5
buat apa ada gojek hemat kalo pas mau dipake susah dapet driver,1
"aku isi pulsa aja gak sampe ,isi 2 x ternyata saldo kubketarik kuota .gak masuk ..",1
"kok saya pake mode booking cepat malah yg dapet jauh banget, yg deket deket ga ada yg mau ambil",1
